pred_115_A.png; Acc 0.9879119396209717; Dice 0.9315863688191123; clDice 0.9511599829609083; 0-dim Betti 0.1103515625
pred_117_A.png; Acc 0.9826416969299316; Dice 0.8941733263175643; clDice 0.9101719810892215; 0-dim Betti 0.0986328125
pred_134_A.png; Acc 0.9881036281585693; Dice 0.9277712396445379; clDice 0.9434049495037412; 0-dim Betti 0.08984375
pred_167_D.png; Acc 0.9856665134429932; Dice 0.8899159340729768; clDice 0.8679390732989758; 0-dim Betti 0.1201171875
pred_178_D.png; Acc 0.9899227619171143; Dice 0.9349383124629606; clDice 0.9458529386826968; 0-dim Betti 0.0869140625
pred_202_D.png; Acc 0.9785223007202148; Dice 0.8286601161742385; clDice 0.8624347921879288; 0-dim Betti 0.109375
pred_223_D.png; Acc 0.9879612922668457; Dice 0.886878091619471; clDice 0.9038456494909519; 0-dim Betti 0.103515625
pred_253_D.png; Acc 0.9815535545349121; Dice 0.8138685604584361; clDice 0.7890935403627858; 0-dim Betti 0.1767578125
pred_265_D.png; Acc 0.9827067852020264; Dice 0.9019250453305786; clDice 0.9189114221399871; 0-dim Betti 0.1416015625
pred_27_A.png; Acc 0.9858372211456299; Dice 0.8803022517757292; clDice 0.8684780764715466; 0-dim Betti 0.1376953125
pred_292_D.png; Acc 0.9866659641265869; Dice 0.9245834878468125; clDice 0.936090421415587; 0-dim Betti 0.1435546875
pred_307_G.png; Acc 0.9865286350250244; Dice 0.8904528419677115; clDice 0.8890610205186906; 0-dim Betti 0.1162109375
pred_356_G.png; Acc 0.9896764755249023; Dice 0.9392817578842567; clDice 0.961359770692624; 0-dim Betti 0.091796875
pred_383_G.png; Acc 0.990328311920166; Dice 0.9433261616697868; clDice 0.9583382725822858; 0-dim Betti 0.0908203125
pred_388_G.png; Acc 0.9850797653198242; Dice 0.8546550787110799; clDice 0.8587358477417106; 0-dim Betti 0.1845703125
pred_420_G.png; Acc 0.9850959777832031; Dice 0.9096535118526291; clDice 0.9009788557252032; 0-dim Betti 0.13671875
pred_421_G.png; Acc 0.9845623970031738; Dice 0.9140533121663343; clDice 0.9173417556468133; 0-dim Betti 0.142578125
pred_439_G.png; Acc 0.988194465637207; Dice 0.9083016659629474; clDice 0.9267840559850763; 0-dim Betti 0.0908203125
pred_457_N.png; Acc 0.9834303855895996; Dice 0.9094278542776044; clDice 0.9119196871805111; 0-dim Betti 0.169921875
pred_479_N.png; Acc 0.9862957000732422; Dice 0.920251288910101; clDice 0.9318120190315918; 0-dim Betti 0.1162109375
pred_511_N.png; Acc 0.9901783466339111; Dice 0.943963588234734; clDice 0.9571315683594933; 0-dim Betti 0.1201171875
pred_522_N.png; Acc 0.988943338394165; Dice 0.9371228216701535; clDice 0.9576994388615511; 0-dim Betti 0.09765625
pred_548_N.png; Acc 0.9892110824584961; Dice 0.9381896163144883; clDice 0.9465243531683766; 0-dim Betti 0.1376953125
pred_573_N.png; Acc 0.9889819622039795; Dice 0.942212729880494; clDice 0.9557559054656816; 0-dim Betti 0.103515625
pred_76_A.png; Acc 0.9806296825408936; Dice 0.8575296488086992; clDice 0.8539379749417391; 0-dim Betti 0.1328125
pred_78_A.png; Acc 0.9880261421203613; Dice 0.9208708585689886; clDice 0.9286224190781445; 0-dim Betti 0.1083984375
pred_82_A.png; Acc 0.9873332977294922; Dice 0.8812506146679899; clDice 0.9065086366489282; 0-dim Betti 0.0771484375
pred_88_A.png; Acc 0.9873476028442383; Dice 0.9194482138899767; clDice 0.9211066208092015; 0-dim Betti 0.1162109375
pred_92_A.png; Acc 0.9854049682617188; Dice 0.9163889465575454; clDice 0.9422839755289171; 0-dim Betti 0.0869140625
pred_98_A.png; Acc 0.9879508018493652; Dice 0.9108636374860223; clDice 0.9069600323491248; 0-dim Betti 0.115234375

Average:
accuracy: 0.9863564332326253
dice: 0.9057282294667989
cldice: 0.9143415012639998
0betti: 0.11845703125
